name,dob,tel
Richard Okello,2003-07-05,+256755215882
Hassan Ssebunya,1960-01-02,+256393367185
Diana Byaruhanga,1982-03-06,+256722030620
Andrew Nalwoga,2005-05-18,+256741738237
David Tumusiime,1986-11-27,+256786555091
Joseph Mukasa,1983-05-08,+256778115466
Babirye Nankunda,1971-01-19,+256397367376
Kenneth Nalwoga,1976-07-30,+256772453606
Joan Nabirye,1977-12-22,+256724037972
Nancy Kigozi,1968-12-21,+256788060889
Ronald Nankunda,1984-09-08,+256398270565
Oliver Byaruhanga,2001-08-16,+256776472998
James Nalwoga,1985-06-05,+256777127514
George Kyeyune,1960-12-27,+256782015388
Caroline Kirabo,1999-11-16,+256395079496
Ssekandi Namukasa,2001-12-23,+256705951329
Amina Kato,1992-02-04,+256784645678
Kevin Bbosa,1995-01-16,+256798442389
Joseph Kirabo,1973-08-01,+256791053034
Rachel Lubega,1972-07-24,+256769448051
Mugisha Opio,1966-02-13,+256755082320
Sarah Nalukenge,1976-03-07,+256318115888
Tasha Nankunda,1983-04-04,+256398505716
Hellen Okumu,1991-03-25,+256725437103
Esther Mugisha,1962-08-25,+256396774201
Grace Nankunda,1969-07-12,+256723887353
Peter Ssekandi,1981-03-24,+256787992883
Richard Kyeyune,1997-09-07,+256712919201
Joyce Nambi,1970-04-09,+256711038956
Victoria Nalubega,1962-08-23,+256701222751
Grace Nalubowa,2000-04-29,+256725388157
Kenneth Nalugo,1977-12-01,+256772235004
Betty Auma,1985-08-31,+256744236162
Ruth Kato,1998-12-10,+256743375454
Francis Okumu,1962-03-05,+256793226188
Kevin Mugisha,1972-08-10,+256311614070
Tasha Nankya,1966-06-16,+256706032432
Naomi Kirabo,2004-07-06,+256763108891
George Nalukenge,2004-12-06,+256743480849
Joyce Muwonge,1972-05-14,+256765980829
Timothy Adoch,1993-09-28,+256717363152
Francis Namukasa,2006-05-28,+256719548793
Hassan Okot,1980-09-07,+256751693039
Rachel Nalwoga,1980-02-05,+256709068723
Sarah Kintu,1992-02-09,+256754217487
Ssekandi Kigozi,1966-09-16,+256712648501
Mark Ssempijja,2004-11-10,+256799652869
Joyce Nakato,1969-12-12,+256756697794
Mugisha Nambi,1962-09-09,+256397901711
Susan Nambi,1977-12-27,+256705671458
Irene Akello,1989-07-27,+256760996431
Mark Okot,1966-07-17,+256311045698
Rebecca Ssebunya,1997-05-05,+256390593277
Kato Muwonge,2002-12-14,+256391352134
Richard Mugisha,1969-05-02,+256724538377
Charles Ssekandi,1991-06-04,+256708331510
Paul Ssekandi,1961-12-03,+256778012674
Tasha Wanyama,1994-01-13,+256700442143
Faith Nalukenge,1964-09-04,+256310303581
Oliver Namukasa,1998-07-21,+256776328832
Irene Tumusiime,1999-04-16,+256779219833
Rebecca Wanyama,1990-10-13,+256716169127
Mark Ssekandi,1968-04-02,+256770971778
Lilian Nankya,1964-02-09,+256390168605
Akello Nakato,1966-11-15,+256704193002
Victoria Nabukeera,1985-05-09,+256702125939
Rebecca Nabunya,1981-11-29,+256705270157
Isaac Opio,2002-12-12,+256752176277
Michael Ssebunya,1966-11-07,+256312053134
Kevin Okot,1992-01-09,+256759120869
Patience Namutebi,1992-12-01,+256747441397
Wasswa Kirabo,1981-11-28,+256794910412
Peter Nalubowa,2005-03-01,+256794488496
Rebecca Nankya,2003-08-15,+256710905928
Kevin Namukasa,2006-09-27,+256751316106
Ruth Muwonge,1978-11-28,+256745116030
Richard Ochieng,1963-03-21,+256716247667
Lydia Lubega,1970-04-01,+256747386629
Nakato Mugisha,1984-04-01,+256708370278
Sarah Namutebi,1967-07-31,+256759869032
Babirye Walusimbi,1994-06-11,+256704682394
Wasswa Kyeyune,1994-07-05,+256780316224
Lilian Akello,1994-01-11,+256780745169
Emmanuel Nakato,1987-05-18,+256727232405
Samuel Bbosa,1962-05-01,+256709085687
Mugisha Nambi,1979-06-05,+256395640806
Richard Walusimbi,1998-12-10,+256705720097
Okello Byaruhanga,1994-10-26,+256770958290
Babirye Atim,2001-08-01,+256314822081
Richard Nalugo,2006-07-21,+256779606676
Ssekandi Kyeyune,2001-12-04,+256752727117
Nabukeera Okello,1985-03-07,+256742212456
Francis Mukasa,1986-07-16,+256314603547
Simon Mugisha,1984-08-09,+256769581176
Michael Nambi,1961-02-08,+256764508832
George Nankunda,1988-10-18,+256715148846
Victoria Lubega,1961-07-19,+256752999504
Winnie Mugisha,1992-03-07,+256780148825
Kevin Nankya,1965-04-03,+256789338339
Moses Walusimbi,1988-03-04,+256391334575
Joseph Nambi,1984-10-09,+256717389348
Irene Ssekandi,1975-08-27,+256758303529
Lilian Tumusiime,1963-06-15,+256720831808
Wasswa Auma,1988-06-20,+256728501337
Patience Ssekandi,1965-06-15,+256709284640
Brian Ocen,1991-09-13,+256754319211
Isaac Mukasa,1991-05-17,+256790750496
Charles Auma,1970-02-25,+256711299884
Mark Akello,1989-03-24,+256791299399
Nakato Ocen,1997-04-26,+256396230376
Kato Kigozi,1972-11-01,+256717155068
Isaac Nalubega,1990-01-19,+256705478441
Andrew Kigozi,1962-10-17,+256776286684
Caroline Kigozi,1973-06-18,+256726179080
Grace Nabunya,1978-12-21,+256390428411
Patience Nabirye,1990-11-12,+256768569737
Nakato Okumu,1962-12-04,+256746355875
Sarah Kirabo,1967-01-14,+256312517835
George Nabirye,1997-07-04,+256713767844
Babirye Ssempijja,1964-08-12,+256792034109
Michael Ssempijja,2006-09-06,+256397924368
Moses Wanyama,1986-04-17,+256785317360
Mark Nalubega,1980-09-17,+256745514410
Ruth Tumusiime,1981-08-16,+256785281742
Ronald Achieng,1991-07-30,+256786877413
Esther Nalubega,2003-06-08,+256798483289
Victoria Nankya,1980-08-11,+256393864628
Mugisha Atim,1981-12-22,+256392101870
Michael Namukasa,1983-05-08,+256779810566
Peter Tumusiime,1967-04-24,+256755730623
Charles Ochieng,2004-05-02,+256777063586
Namukasa Nabukeera,2000-09-25,+256313323637
Hassan Nankya,1983-08-18,+256702797952
Ruth Byaruhanga,1971-05-04,+256797882947
Brian Nalubowa,1974-12-23,+256707238024
Charles Ssempijja,1994-10-26,+256712220930
Irene Opio,1981-08-29,+256775945304
Rachel Asiimwe,1969-09-01,+256751996986
Ruth Bbosa,2000-04-09,+256701237362
Ruth Kizza,1985-12-14,+256777545615
Richard Nabukeera,2005-09-12,+256782258306
Namukasa Okello,1993-03-08,+256712554438
Sarah Otim,1999-05-07,+256317608923
Richard Okumu,1985-01-21,+256728534019
Paul Okot,1990-08-08,+256713896735
Diana Ssempijja,2005-08-05,+256709464553
Peter Kyeyune,1988-07-31,+256774785821
Caroline Akello,1998-08-16,+256722402439
George Walusimbi,1988-03-15,+256794668364
Nancy Kato,1970-08-20,+256715827492
Betty Auma,1980-01-24,+256754594415
Nalubega Nambi,1969-07-09,+256724839871
James Byaruhanga,1978-07-22,+256744674614
Samuel Kato,1962-06-15,+256798534539
Ssekandi Atim,1977-07-04,+256390666811
Nakato Nalwoga,1993-02-25,+256708193420
Nalubega Nalugo,1998-04-06,+256744728448
Irene Lubega,1986-06-17,+256788739149
Victoria Kizza,2004-04-01,+256712012269
Wasswa Namukasa,1984-12-24,+256751457333
Ssekandi Bbosa,1967-02-03,+256311953918
Peter Kato,2005-06-28,+256741247391
Winnie Adoch,2006-01-03,+256764632324
Patience Nalubowa,1988-03-29,+256311242998
Grace Kintu,2006-10-07,+256707270870
Nakato Muwonge,1963-03-13,+256763194359
Mark Namukasa,1993-10-01,+256310133724
Mary Nalukenge,1973-08-02,+256743282937
Richard Okot,1985-05-09,+256783139098
Kenneth Achieng,2006-04-27,+256723331501
Timothy Ssebunya,2004-01-08,+256740053648
Patience Nabukeera,1963-06-25,+256793498837
Joyce Kyeyune,1981-01-21,+256774413646
Andrew Ssempijja,1976-02-26,+256315850278
Kato Kigozi,2003-07-08,+256753890524
Isaac Bbosa,2003-02-24,+256786580192
Lilian Tumusiime,1985-10-09,+256751619558
Peter Mukasa,1998-02-11,+256777502316
Winnie Otim,1970-03-09,+256712956052
Patience Namukasa,2003-05-26,+256766678830
Naomi Mukasa,1962-08-07,+256786912261
Charles Akello,1996-09-10,+256754495016
Tasha Otim,1983-06-21,+256709433112
Susan Opio,1999-08-25,+256315328751
Mary Nakato,1984-01-27,+256776688732
Rachel Adoch,1964-02-04,+256783673341
Susan Ssekandi,1974-12-10,+256757510091
Tasha Adoch,1969-11-23,+256793459475
Irene Nabunya,1961-10-14,+256395531182
Francis Kintu,1989-11-25,+256706361721
Esther Kirabo,1964-05-31,+256769276025
Ronald Atim,1977-10-20,+256793530989
Simon Kintu,1980-07-28,+256728987534
Nabukeera Nalubega,1989-09-27,+256752707912
Faith Mukasa,1961-03-22,+256773617421
Samuel Ssempijja,1969-03-13,+256700336020
Apio Okot,1963-10-17,+256796676281
Paul Nalwoga,1980-08-19,+256724749457
Caroline Odongo,1971-02-03,+256314149152
Irene Odongo,1967-08-14,+256776723485
Charles Kintu,1997-04-07,+256711239672
Ruth Atim,1973-08-15,+256700247326
Apio Opio,1977-06-06,+256719868287
Apio Otim,1998-02-21,+256395237674
Paul Odongo,2001-03-03,+256790393122
Mary Kirabo,2002-04-16,+256741672339
Timothy Achieng,1979-12-09,+256774886173
Moses Nalukenge,1985-07-07,+256779411955
Mark Kyeyune,1961-07-18,+256798499228
Nalubega Nalubega,1969-09-18,+256786604270
George Nalwoga,1995-08-25,+256783759117
Ronald Nalukenge,1969-10-10,+256747500846
Rachel Ochieng,1967-07-03,+256315211168
Joan Akello,2003-12-11,+256719410095
Francis Ochieng,1996-03-03,+256394193784
Diana Nalugo,1980-11-07,+256397944257
Mary Nankya,1987-12-10,+256708278176
Caroline Otim,1996-06-21,+256762526849
Oliver Akello,2003-11-05,+256704498724
Peter Kirabo,1981-02-23,+256798385512
Patience Nalukenge,2006-02-24,+256767740538
Nabukeera Byaruhanga,1998-03-11,+256791366240
Irene Okello,1974-07-17,+256716302966
Joan Wanyama,1999-04-05,+256792038057
Kato Kizza,2004-06-04,+256710655350
Betty Namukasa,1997-07-06,+256728801144
Nancy Tumusiime,1999-01-25,+256770155332
Diana Otim,1993-05-04,+256754548431
James Kigozi,2006-12-10,+256392784106
Okello Walusimbi,1993-04-22,+256313430300
Andrew Lubega,1978-11-23,+256794215097
Joan Ssempijja,2002-07-06,+256762270615
Susan Nabukeera,1973-06-27,+256705329920
Amina Namutebi,1976-11-01,+256781124878
Emmanuel Lubega,1989-09-12,+256741574505
Joyce Lubega,1974-01-13,+256711025218
Kenneth Muwonge,1980-04-11,+256715879622
Mugisha Wanyama,1984-08-19,+256760237053
Hellen Namutebi,1992-12-12,+256757149873
Mugisha Nambi,1978-03-05,+256396765720
James Byaruhanga,1979-06-02,+256719942834
Mary Nalugo,1969-03-06,+256752991801
Hellen Kirabo,1994-05-10,+256728763038
Tasha Okumu,1984-11-14,+256769657900
Kevin Kato,1960-03-28,+256397942448
Francis Walusimbi,1973-02-21,+256743631318
Andrew Okello,1989-01-03,+256722765193
Irene Nabirye,1999-06-12,+256710875589
Peter Namutebi,2004-11-21,+256777913629
Faith Opio,1993-11-06,+256714039498
Rebecca Namutebi,2006-10-30,+256777960419
Francis Nabunya,1979-03-11,+256768903425
Patience Ochieng,1999-03-24,+256724659649
Betty Nalubowa,1982-06-23,+256797409604
Faith Kizza,1991-03-28,+256312017289
Wasswa Nalubega,2001-10-24,+256720424388
Richard Kizza,1979-03-07,+256315804775
Kato Wanyama,1994-04-24,+256399391785
Mugisha Okello,1977-07-27,+256763003215
Diana Wanyama,1960-07-02,+256786056430
Rachel Byaruhanga,1993-02-03,+256395207491
Nabukeera Okello,1984-06-29,+256758435472
Lydia Nalukenge,1995-09-25,+256704612919
Moses Adoch,1965-02-18,+256704245272
Wasswa Kintu,2002-03-28,+256390510471
Betty Nabukeera,2002-06-22,+256397624921
Okello Byaruhanga,1963-06-05,+256319153436
Joyce Kintu,1973-09-28,+256760483804
Francis Nankya,1970-09-18,+256722208690
Kenneth Kintu,1965-08-04,+256707438648
Babirye Atim,1984-11-22,+256761635366
Rachel Ocen,1988-05-23,+256740279750
Richard Nalubega,2006-04-28,+256729845667
Susan Nankunda,1965-07-07,+256706764121
Akello Nabirye,1973-03-26,+256713236994
Joseph Auma,1963-12-29,+256751408761
Oliver Nabirye,1996-09-18,+256753333354
Paul Odongo,1991-06-18,+256720054096
Winnie Nalugo,1967-09-22,+256715728622
Francis Tumusiime,1968-02-15,+256397767941
Joseph Otim,1961-10-20,+256721449847
Kevin Adoch,1993-08-07,+256720175132
Kato Mukasa,1987-08-12,+256781363567
Ruth Namukasa,1987-11-09,+256313205892
Patience Kigozi,1975-12-20,+256706363773
George Otim,1997-02-20,+256752355958
Moses Wanyama,1975-11-21,+256743158231
Oliver Auma,1983-09-25,+256754351239
Rebecca Okumu,1992-08-14,+256718218917
Victoria Adoch,1975-04-18,+256768775200
Sarah Ochieng,1978-11-24,+256709818412
Lydia Ocen,1985-11-24,+256775820377
Oliver Nabirye,1984-02-16,+256745740847
Tasha Akello,1983-03-02,+256718611282
Mary Mugisha,1970-05-06,+256747846505
Andrew Namukasa,2001-12-01,+256793127701
Ronald Nalugo,1993-11-26,+256395418889
Namukasa Mugisha,1988-12-02,+256319871559
Wasswa Okello,1974-03-29,+256716021076
Rachel Asiimwe,1968-12-27,+256777977497
Paul Kato,2001-11-18,+256726006319
Samuel Nalwoga,1999-05-21,+256793123258
Hellen Nalugo,1999-01-09,+256397657887
Nakato Mukasa,1982-08-29,+256777945220
Andrew Ocen,1995-12-27,+256765668656
Mugisha Ssekandi,2005-06-25,+256750673252
Timothy Odongo,1995-12-14,+256717062972
Joan Nabirye,1974-12-05,+256390479076
Julie Nalugo,1972-07-08,+256758792694
Apio Nakato,1968-02-10,+256725589281
Okello Bbosa,2001-02-25,+256752373320
Winnie Okello,1973-03-25,+256772773979
Paul Namutebi,1967-03-18,+256742886829
Babirye Akello,1999-03-01,+256723962502
James Ocen,1993-07-29,+256714105930
Joan Bbosa,1968-12-17,+256708008504
Naomi Opio,1979-01-23,+256789224601
Nakato Lubega,1981-10-11,+256786313125
Irene Otim,1971-12-24,+256716502411
Namukasa Kigozi,1998-02-03,+256775488025
Emmanuel Ssebunya,1991-02-13,+256396607712
Brian Ssekandi,1975-12-25,+256789838645
Ronald Asiimwe,2004-12-26,+256746193016
Nabukeera Ssebunya,1980-08-22,+256706680364
Julie Mugisha,1978-12-13,+256728387763
Francis Asiimwe,1994-06-16,+256757304810
Timothy Ochieng,1985-07-25,+256313017812
Naomi Nalukenge,1963-02-15,+256756489687
Joseph Kato,1995-09-22,+256757075570
Nakato Byaruhanga,2001-09-16,+256318679668
Naomi Byaruhanga,1996-04-14,+256715809729
Peter Namukasa,2005-06-25,+256702699181
Amina Okot,1996-01-15,+256777628467
Paul Kizza,1983-03-16,+256770914547
Isaac Auma,2005-01-15,+256311945459
Patience Asiimwe,1992-09-24,+256767944805
Timothy Atim,1994-05-27,+256713000429
James Okello,1990-03-30,+256311342330
Julie Nabirye,2000-10-26,+256394325779
Winnie Kigozi,1963-07-29,+256770814426
Winnie Nalubega,1964-06-28,+256718214484
Mary Kizza,1990-04-10,+256396195765
Tasha Nalwoga,1983-12-22,+256314968479
Rebecca Nankya,1961-07-28,+256724919745
Paul Adoch,1963-03-13,+256785446430
Rebecca Mugisha,1995-07-19,+256391873734
Francis Atim,1968-06-25,+256742939932
Kenneth Okot,1998-09-04,+256722426728
Winnie Nalubowa,1981-11-24,+256755794620
Winnie Mugisha,1966-11-12,+256799547381
Caroline Ochieng,1969-01-26,+256766254467
Richard Achieng,1990-04-21,+256778600542
Timothy Opio,1962-01-03,+256315066483
Richard Kirabo,1967-02-10,+256724309362
Apio Wanyama,1983-05-31,+256771953294
Emmanuel Mukasa,1964-05-19,+256758624152
Andrew Akello,1999-03-14,+256769618982
Moses Nabirye,1964-02-07,+256753115755
Nabukeera Nabukeera,1985-07-24,+256396688583
Susan Akello,1961-09-05,+256750084742
Moses Odongo,2001-06-27,+256772177128
Grace Ssekandi,1980-03-03,+256395337828
Lilian Ssebunya,1985-10-27,+256705446032
Hellen Nankya,1989-06-29,+256397728326
Andrew Muwonge,1961-02-15,+256796526999
Peter Bbosa,1999-11-13,+256765714252
Babirye Okot,1978-11-24,+256727750193
Naomi Kyeyune,1982-12-09,+256792852351
Michael Nalugo,1967-01-19,+256770541342
Faith Bbosa,1967-06-15,+256318162761
Ronald Namutebi,1986-03-07,+256748885075
Naomi Lubega,1962-08-26,+256767574899
Joan Walusimbi,1991-07-19,+256729813612
Susan Nalwoga,1985-06-20,+256397239885
Mark Kyeyune,1971-10-25,+256798233534
Grace Opio,1979-08-02,+256772071885
George Kigozi,1976-01-10,+256741856109
Faith Nankya,1991-08-01,+256726729618
Namukasa Nabunya,1985-01-07,+256747015896
Kenneth Byaruhanga,1988-07-04,+256766093060
Emmanuel Opio,1980-03-12,+256798986330
Samuel Lubega,1985-09-06,+256778301923
Mugisha Nabukeera,1995-11-21,+256782633482
Emmanuel Asiimwe,2001-08-18,+256750055991
Naomi Byaruhanga,1994-05-23,+256312890222
Susan Nankya,1976-12-11,+256397014552
Joyce Ssekandi,1972-06-06,+256310487227
Francis Nabunya,1996-09-02,+256398445000
Joyce Mukasa,1974-12-07,+256705452935
Naomi Achieng,1993-03-21,+256397917395
Faith Nabirye,1977-04-26,+256706532030
Ronald Mukasa,1975-09-20,+256727680087
Peter Namukasa,1986-04-14,+256783351841
Kevin Nalugo,2001-05-16,+256710518244
Naomi Nabunya,1999-10-20,+256784111205
Winnie Nabirye,1969-12-21,+256742967518
Wasswa Kato,1981-12-19,+256395557607
Amina Mugisha,1996-06-15,+256781171758
Wasswa Kyeyune,1966-04-24,+256797888801
Kato Kintu,1970-11-08,+256774362566
Patience Nalwoga,1999-05-05,+256398961899
Nancy Opio,1963-07-31,+256781003047
Patience Nabirye,1999-06-24,+256766701313
Grace Ochieng,1983-07-20,+256772081328
Richard Kato,1992-11-16,+256391875419
James Mukasa,2003-04-18,+256775701478
Grace Asiimwe,1966-08-24,+256744437702
Samuel Mukasa,1983-04-29,+256788247292
Oliver Auma,1989-08-31,+256764954178
George Odongo,1963-03-17,+256784327209
Diana Kigozi,1962-04-30,+256722483430
George Nalubega,1986-02-15,+256746221849
George Adoch,1987-05-04,+256752655874
Naomi Kigozi,1973-11-08,+256787379665
Isaac Kigozi,1994-06-21,+256722458300
Brian Akello,1987-03-07,+256753823830
Amina Nambi,1992-09-01,+256729801833
Simon Nalukenge,1975-04-15,+256798670766
Hellen Nabirye,1988-03-12,+256762615179
Sarah Okot,1975-03-04,+256796280761
Joseph Nalukenge,1994-01-29,+256798087498
Rachel Ssekandi,1987-10-01,+256701086368
James Odongo,1970-09-23,+256743763297
Rebecca Okot,2001-03-17,+256313304141
Nakato Ssempijja,1980-06-27,+256390204695
Michael Mugisha,1995-10-01,+256746099530
Nalubega Asiimwe,2005-07-10,+256311658260
Faith Atim,1967-02-16,+256714554570
George Ssempijja,1982-03-31,+256707493255
Okello Nabukeera,1981-12-27,+256744296176
Joseph Mugisha,1983-11-04,+256747651518
Francis Wanyama,1965-09-17,+256794655284
Paul Nakato,1978-08-20,+256728767063
Hellen Okumu,2002-10-26,+256744092644
Emmanuel Nakato,1988-08-09,+256781648700
Julie Nalukenge,1970-06-11,+256311225651
Andrew Wanyama,1968-12-16,+256781398988
Kevin Nabunya,2003-09-17,+256799888086
Amina Okumu,1998-07-22,+256759551760
Tasha Kirabo,1977-06-23,+256717426297
Amina Nambi,1996-07-12,+256397654679
Betty Adoch,1975-11-02,+256394542317
Andrew Nabirye,1985-06-16,+256768510963
Mary Atim,1982-05-04,+256315027079
Naomi Muwonge,2005-02-17,+256764618572
Hassan Nabukeera,2003-09-29,+256757382709
Namukasa Nabirye,2002-03-18,+256705355413
Joseph Ssebunya,1998-10-04,+256782736881
Grace Auma,1990-09-20,+256315111027
Akello Nabukeera,1977-05-14,+256319036042
Kevin Namutebi,2005-01-06,+256713889005
Tasha Ssempijja,2002-05-02,+256755368975
Mugisha Walusimbi,1978-11-12,+256715034195
Peter Kato,1977-03-20,+256392593718
Babirye Kato,1974-02-04,+256772881944
Andrew Kirabo,1997-05-27,+256768664866
Mugisha Nambi,2002-05-05,+256753837345
James Namutebi,1989-12-09,+256756220842
Victoria Namutebi,1998-02-26,+256765290638
Samuel Nankya,1960-07-04,+256396602542
Ssekandi Nankya,1991-09-22,+256770927904
Winnie Odongo,1961-09-30,+256312347640
Michael Kintu,1982-12-17,+256743499878
Brian Otim,1998-05-09,+256756265873
Faith Muwonge,1977-11-22,+256775464089
Victoria Odongo,1969-08-01,+256748437990
Joan Otim,2003-01-13,+256714079175
Nalubega Mugisha,1994-12-29,+256397883139
Moses Nabunya,1993-08-23,+256784191722
David Adoch,1990-09-29,+256701701879
Ronald Auma,1985-07-01,+256759024392
Irene Ssebunya,1989-02-11,+256717916176
Wasswa Ochieng,1986-10-23,+256772546321
Faith Achieng,1999-04-26,+256393355347
George Atim,1983-05-23,+256745500277
Akello Kigozi,1961-12-17,+256798909162
Wasswa Nalubowa,1988-03-01,+256721140916
Ruth Akello,1976-07-08,+256767479960
Lilian Lubega,1992-06-29,+256767857213
Naomi Kintu,1983-03-28,+256763338417
Irene Tumusiime,1996-11-07,+256750388196
Okello Okot,1964-04-22,+256776648944
Nabukeera Nabirye,1993-07-04,+256791011437
Timothy Mugisha,2005-03-27,+256709491115
Betty Kigozi,1989-12-10,+256769039721
Ruth Ssebunya,1968-04-07,+256311125910
Emmanuel Kato,2006-01-25,+256791884667
Mugisha Lubega,1977-02-15,+256719628867
Akello Odongo,2001-10-12,+256717230086
Lydia Asiimwe,1966-07-20,+256782553581
Rachel Lubega,1998-10-16,+256729650653
